ticker,entry_time,exit_time,entry,exit,ret_pct,pnl,reason,proba,win,equity_after,entry_dt,month
LUMN,2024-08-14 16:30:00+00:00,2024-08-15 13:30:00+00:00,5.4827,5.9184,7.446,150.98,target,0.204,1,10447.5,2024-08-14 16:30:00+00:00,2024-08
OUST,2024-08-14 16:30:00+00:00,2024-08-15 13:30:00+00:00,7.949,7.7066,-3.549,-71.95,stop,0.1837,0,10375.55,2024-08-14 16:30:00+00:00,2024-08
QBTS,2024-08-14 17:30:00+00:00,2024-08-15 16:30:00+00:00,0.9029,0.9335,2.898,58.93,timeout,0.1936,1,10360.84,2024-08-14 17:30:00+00:00,2024-08
LUMN,2024-08-15 14:30:00+00:00,2024-08-15 14:30:00+00:00,5.763,5.5873,-3.548,-73.64,stop,0.1536,0,10301.91,2024-08-15 14:30:00+00:00,2024-08
INTA,2024-08-15 14:30:00+00:00,2024-08-16 13:30:00+00:00,39.93,40.9945,2.166,44.95,timeout,0.1569,1,10405.79,2024-08-15 14:30:00+00:00,2024-08
IBRX,2024-08-15 14:30:00+00:00,2024-08-16 13:30:00+00:00,3.947,3.993,0.666,13.82,timeout,0.1536,1,10419.62,2024-08-15 14:30:00+00:00,2024-08
AMLX,2024-08-15 14:30:00+00:00,2024-08-16 13:30:00+00:00,2.1661,2.1639,-0.6,-12.45,timeout,0.1499,0,10407.17,2024-08-15 14:30:00+00:00,2024-08
LUMN,2024-08-15 15:30:00+00:00,2024-08-16 13:30:00+00:00,5.5678,5.398,-3.549,-73.11,stop,0.2597,0,10334.05,2024-08-15 15:30:00+00:00,2024-08
CLOV,2024-08-15 17:30:00+00:00,2024-08-16 13:30:00+00:00,2.6363,2.8458,7.446,154.29,target,0.1795,1,10488.35,2024-08-15 17:30:00+00:00,2024-08
BTDR,2024-08-16 14:30:00+00:00,2024-08-19 13:30:00+00:00,6.3132,6.6168,4.31,90.4,timeout,0.2275,1,10511.63,2024-08-16 14:30:00+00:00,2024-08
LUMN,2024-08-16 14:30:00+00:00,2024-08-16 18:30:00+00:00,5.4527,5.886,7.446,156.19,target,0.2275,1,10421.23,2024-08-16 14:30:00+00:00,2024-08
AXTI,2024-08-16 14:30:00+00:00,2024-08-16 15:30:00+00:00,2.9135,2.8246,-3.548,-74.44,stop,0.2275,0,10265.04,2024-08-16 14:30:00+00:00,2024-08
CIFR,2024-08-16 14:30:00+00:00,2024-08-16 14:30:00+00:00,3.942,3.8218,-3.549,-74.44,stop,0.1936,0,10339.48,2024-08-16 14:30:00+00:00,2024-08
LUNR,2024-08-16 14:30:00+00:00,2024-08-16 14:30:00+00:00,4.231,4.102,-3.548,-74.44,stop,0.2275,0,10413.91,2024-08-16 14:30:00+00:00,2024-08
CLOV,2024-08-16 15:30:00+00:00,2024-08-19 13:30:00+00:00,2.7664,2.9862,7.446,153.98,target,0.204,1,10665.61,2024-08-16 15:30:00+00:00,2024-08
LUNR,2024-08-16 15:30:00+00:00,2024-08-19 14:30:00+00:00,4.007,4.1423,2.877,59.5,timeout,0.2275,1,10804.01,2024-08-16 15:30:00+00:00,2024-08
PL,2024-08-16 16:30:00+00:00,2024-08-19 13:30:00+00:00,2.4812,2.6784,7.446,152.87,target,0.2275,1,10818.48,2024-08-16 16:30:00+00:00,2024-08
PSNY,2024-08-16 19:30:00+00:00,2024-08-19 13:30:00+00:00,26.4972,25.6895,-3.548,-73.96,stop,0.2275,0,10744.52,2024-08-16 19:30:00+00:00,2024-08
MRVI,2024-08-19 14:30:00+00:00,2024-08-19 14:30:00+00:00,9.4147,9.1277,-3.548,-76.25,stop,0.1837,0,10727.76,2024-08-19 14:30:00+00:00,2024-08
ARQT,2024-08-19 14:30:00+00:00,2024-08-19 15:30:00+00:00,8.4192,8.1625,-3.548,-76.25,stop,0.204,0,10651.51,2024-08-19 14:30:00+00:00,2024-08
CIFR,2024-08-19 14:30:00+00:00,2024-08-20 13:30:00+00:00,4.012,3.8897,-3.548,-76.25,stop,0.1936,0,10270.91,2024-08-19 14:30:00+00:00,2024-08
OUST,2024-08-19 14:30:00+00:00,2024-08-20 13:30:00+00:00,7.8639,7.8961,-0.092,-1.97,timeout,0.2006,0,10347.16,2024-08-19 14:30:00+00:00,2024-08
CLOV,2024-08-19 15:30:00+00:00,2024-08-19 15:30:00+00:00,3.2055,3.1078,-3.549,-76.13,stop,0.204,0,10575.37,2024-08-19 15:30:00+00:00,2024-08
PSNY,2024-08-19 15:30:00+00:00,2024-08-19 18:30:00+00:00,25.2126,24.444,-3.548,-76.13,stop,0.2275,0,10349.13,2024-08-19 15:30:00+00:00,2024-08
POET,2024-08-19 16:30:00+00:00,2024-08-19 17:30:00+00:00,3.4517,3.3465,-3.549,-75.05,stop,0.204,0,10425.26,2024-08-19 16:30:00+00:00,2024-08
CLOV,2024-08-19 16:30:00+00:00,2024-08-19 17:30:00+00:00,3.1215,3.0263,-3.549,-75.05,stop,0.2275,0,10500.32,2024-08-19 16:30:00+00:00,2024-08
TEM,2024-08-19 18:30:00+00:00,2024-08-20 13:30:00+00:00,56.5583,61.0524,7.446,155.25,target,0.2275,1,10426.16,2024-08-19 18:30:00+00:00,2024-08
CLOV,2024-08-19 18:30:00+00:00,2024-08-20 16:30:00+00:00,3.0804,2.9865,-3.548,-73.99,stop,0.2275,0,10285.95,2024-08-19 18:30:00+00:00,2024-08
ASTS,2024-08-19 19:30:00+00:00,2024-08-20 13:30:00+00:00,36.8684,35.7445,-3.548,-73.45,stop,0.1837,0,10352.71,2024-08-19 19:30:00+00:00,2024-08
RKLB,2024-08-20 14:30:00+00:00,2024-08-20 14:30:00+00:00,7.0526,6.8376,-3.548,-73.47,stop,0.1699,0,10279.24,2024-08-20 14:30:00+00:00,2024-08
VKTX,2024-08-20 14:30:00+00:00,2024-08-20 15:30:00+00:00,62.709,60.7974,-3.548,-73.47,stop,0.1766,0,10205.77,2024-08-20 14:30:00+00:00,2024-08
LUMN,2024-08-20 14:30:00+00:00,2024-08-20 15:30:00+00:00,5.6878,6.1398,7.446,154.17,target,0.1701,1,10359.94,2024-08-20 14:30:00+00:00,2024-08
WULF,2024-08-20 14:30:00+00:00,2024-08-21 13:30:00+00:00,4.5291,4.8889,7.446,154.17,target,0.1837,1,10007.29,2024-08-20 14:30:00+00:00,2024-08
ASTS,2024-08-20 15:30:00+00:00,2024-08-21 13:30:00+00:00,33.5968,32.5726,-3.548,-72.95,stop,0.1837,0,9934.34,2024-08-20 15:30:00+00:00,2024-08
LUNR,2024-08-20 16:30:00+00:00,2024-08-20 16:30:00+00:00,5.7829,5.6066,-3.549,-73.52,stop,0.1837,0,10138.9,2024-08-20 16:30:00+00:00,2024-08
LUMN,2024-08-20 16:30:00+00:00,2024-08-20 16:30:00+00:00,6.1131,5.9267,-3.549,-73.52,stop,0.1936,0,10212.43,2024-08-20 16:30:00+00:00,2024-08
TEM,2024-08-20 17:30:00+00:00,2024-08-20 18:30:00+00:00,61.0413,59.1805,-3.548,-71.96,stop,0.1795,0,9994.99,2024-08-20 17:30:00+00:00,2024-08
CLOV,2024-08-20 17:30:00+00:00,2024-08-21 13:30:00+00:00,3.0326,3.2736,7.446,150.99,target,0.2275,1,10085.33,2024-08-20 17:30:00+00:00,2024-08
LUNR,2024-08-20 17:30:00+00:00,2024-08-20 17:30:00+00:00,5.8043,5.6274,-3.548,-71.96,stop,0.1766,0,10066.95,2024-08-20 17:30:00+00:00,2024-08
LUNR,2024-08-20 18:30:00+00:00,2024-08-20 18:30:00+00:00,5.959,5.7773,-3.548,-71.45,stop,0.2597,0,9923.55,2024-08-20 18:30:00+00:00,2024-08
LUNR,2024-08-20 19:30:00+00:00,2024-08-20 19:30:00+00:00,5.903,5.723,-3.548,-70.43,stop,0.2275,0,9853.12,2024-08-20 19:30:00+00:00,2024-08
ONDS,2024-08-20 19:30:00+00:00,2024-08-21 13:30:00+00:00,0.772,0.8333,7.446,147.78,target,0.2275,1,10233.11,2024-08-20 19:30:00+00:00,2024-08
LUNR,2024-08-21 13:30:00+00:00,2024-08-21 13:30:00+00:00,5.5128,5.3447,-3.549,-69.93,stop,0.2597,0,10163.18,2024-08-21 13:30:00+00:00,2024-08
TEM,2024-08-21 14:30:00+00:00,2024-08-21 16:30:00+00:00,63.7117,68.7743,7.446,151.35,target,0.1766,1,10177.32,2024-08-21 14:30:00+00:00,2024-08
POET,2024-08-21 14:30:00+00:00,2024-08-21 15:30:00+00:00,3.2616,3.1622,-3.548,-72.13,stop,0.1699,0,10098.15,2024-08-21 14:30:00+00:00,2024-08
LUMN,2024-08-21 14:30:00+00:00,2024-08-21 14:30:00+00:00,6.093,5.9073,-3.548,-72.13,stop,0.1701,0,10170.28,2024-08-21 14:30:00+00:00,2024-08
ASTS,2024-08-21 14:30:00+00:00,2024-08-21 14:30:00+00:00,35.958,34.8618,-3.548,-72.13,stop,0.1766,0,10242.4,2024-08-21 14:30:00+00:00,2024-08
LUNR,2024-08-21 14:30:00+00:00,2024-08-21 14:30:00+00:00,4.9789,5.3745,7.446,151.35,target,0.1766,1,10314.53,2024-08-21 14:30:00+00:00,2024-08
ASTS,2024-08-21 15:30:00+00:00,2024-08-21 17:30:00+00:00,35.615,38.445,7.446,151.46,target,0.2597,1,10328.78,2024-08-21 15:30:00+00:00,2024-08
EOSE,2024-08-21 15:30:00+00:00,2024-08-21 19:30:00+00:00,2.1711,2.3436,7.446,151.46,target,0.1701,1,10406.93,2024-08-21 15:30:00+00:00,2024-08
WULF,2024-08-21 15:30:00+00:00,2024-08-21 15:30:00+00:00,4.7558,4.6108,-3.548,-72.18,stop,0.1795,0,10025.97,2024-08-21 15:30:00+00:00,2024-08
POET,2024-08-21 16:30:00+00:00,2024-08-22 15:30:00+00:00,3.1116,3.1484,0.685,13.73,timeout,0.1766,1,9986.51,2024-08-21 16:30:00+00:00,2024-08
ONDS,2024-08-21 16:30:00+00:00,2024-08-21 19:30:00+00:00,0.8903,0.8632,-3.549,-71.15,stop,0.204,0,10335.77,2024-08-21 16:30:00+00:00,2024-08
TEM,2024-08-21 17:30:00+00:00,2024-08-22 13:30:00+00:00,68.7944,66.6972,-3.549,-72.23,stop,0.204,0,10263.55,2024-08-21 17:30:00+00:00,2024-08
LUNR,2024-08-21 18:30:00+00:00,2024-08-21 18:30:00+00:00,5.6178,5.4465,-3.548,-73.3,stop,0.2275,0,10255.47,2024-08-21 18:30:00+00:00,2024-08
BBAI,2024-08-21 19:30:00+00:00,2024-08-22 13:30:00+00:00,1.6958,1.6441,-3.549,-72.78,stop,0.204,0,10190.76,2024-08-21 19:30:00+00:00,2024-08
QBTS,2024-08-22 13:30:00+00:00,2024-08-22 13:30:00+00:00,1.1106,1.0767,-3.548,-73.35,stop,0.1795,0,10044.06,2024-08-22 13:30:00+00:00,2024-08
EOSE,2024-08-22 13:30:00+00:00,2024-08-22 13:30:00+00:00,2.3612,2.2892,-3.549,-73.35,stop,0.1837,0,10117.41,2024-08-22 13:30:00+00:00,2024-08
LUNR,2024-08-22 14:30:00+00:00,2024-08-22 14:30:00+00:00,5.3699,5.2062,-3.549,-71.28,stop,0.1795,0,9972.77,2024-08-22 14:30:00+00:00,2024-08
EOSE,2024-08-22 14:30:00+00:00,2024-08-22 15:30:00+00:00,2.4211,2.3473,-3.549,-71.28,stop,0.1837,0,9915.23,2024-08-22 14:30:00+00:00,2024-08
LUMN,2024-08-22 14:30:00+00:00,2024-08-23 13:30:00+00:00,5.8002,6.2611,7.446,149.58,target,0.1936,1,9924.16,2024-08-22 14:30:00+00:00,2024-08
QBTS,2024-08-22 14:30:00+00:00,2024-08-23 13:30:00+00:00,1.0605,1.0282,-3.548,-71.28,stop,0.1795,0,9852.88,2024-08-22 14:30:00+00:00,2024-08
BW,2024-08-22 15:30:00+00:00,2024-08-22 15:30:00+00:00,1.2006,1.164,-3.549,-70.78,stop,0.204,0,9844.45,2024-08-22 15:30:00+00:00,2024-08
CLOV,2024-08-22 16:30:00+00:00,2024-08-22 17:30:00+00:00,3.4767,3.3707,-3.548,-69.87,stop,0.1799,0,9774.58,2024-08-22 16:30:00+00:00,2024-08
BW,2024-08-22 16:30:00+00:00,2024-08-23 15:30:00+00:00,1.2005,1.2644,4.82,94.9,timeout,0.2597,1,9878.41,2024-08-22 16:30:00+00:00,2024-08
EOSE,2024-08-22 16:30:00+00:00,2024-08-23 15:30:00+00:00,2.4012,2.4638,2.106,41.46,timeout,0.1837,1,9919.87,2024-08-22 16:30:00+00:00,2024-08
BBAI,2024-08-22 18:30:00+00:00,2024-08-23 13:30:00+00:00,1.6558,1.6053,-3.548,-69.37,stop,0.1766,0,9783.51,2024-08-22 18:30:00+00:00,2024-08
