ticker,entry_time,exit_time,entry,exit,ret_pct,pnl,reason,proba,win,equity_after,entry_dt,month
CRML,2025-06-16 15:30:00+00:00,2025-06-16 16:30:00+00:00,2.49,2.5647,3.0,57.85,target,0.2409,1,9699.17,2025-06-16 15:30:00+00:00,2025-06
MP,2025-06-16 15:30:00+00:00,2025-06-17 13:30:00+00:00,34.07,35.0921,3.0,57.85,target,0.2409,1,9814.52,2025-06-16 15:30:00+00:00,2025-06
CRML,2025-06-16 17:30:00+00:00,2025-06-16 17:30:00+00:00,2.85,2.7645,-3.0,-58.2,stop,0.2409,0,9640.98,2025-06-16 17:30:00+00:00,2025-06
QUBT,2025-06-16 18:30:00+00:00,2025-06-16 19:30:00+00:00,20.845,21.4703,3.0,57.85,target,0.2409,1,9698.82,2025-06-16 18:30:00+00:00,2025-06
CRML,2025-06-17 13:30:00+00:00,2025-06-17 13:30:00+00:00,2.72,2.6384,-3.0,-58.19,stop,0.2684,0,9756.33,2025-06-17 13:30:00+00:00,2025-06
TMC,2025-06-17 14:30:00+00:00,2025-06-17 14:30:00+00:00,5.695,5.5242,-3.0,-58.54,stop,0.2059,0,9697.79,2025-06-17 14:30:00+00:00,2025-06
CRML,2025-06-17 14:30:00+00:00,2025-06-17 14:30:00+00:00,2.685,2.7655,3.0,58.54,target,0.1853,1,9756.33,2025-06-17 14:30:00+00:00,2025-06
RCAT,2025-06-17 14:30:00+00:00,2025-06-17 14:30:00+00:00,7.43,7.6529,3.0,58.54,target,0.1781,1,9814.86,2025-06-17 14:30:00+00:00,2025-06
DNN,2025-06-17 14:30:00+00:00,2025-06-17 16:30:00+00:00,1.825,1.7703,-3.0,-58.54,stop,0.1853,0,9815.22,2025-06-17 14:30:00+00:00,2025-06
SYM,2025-06-17 14:30:00+00:00,2025-06-17 19:30:00+00:00,32.325,31.3553,-3.0,-58.54,stop,0.1781,0,9579.66,2025-06-17 14:30:00+00:00,2025-06
CRML,2025-06-17 15:30:00+00:00,2025-06-17 15:30:00+00:00,2.781,2.8644,3.0,58.89,target,0.2684,1,9873.75,2025-06-17 15:30:00+00:00,2025-06
QUBT,2025-06-17 15:30:00+00:00,2025-06-17 16:30:00+00:00,20.685,20.0644,-3.0,-58.89,stop,0.2059,0,9756.33,2025-06-17 15:30:00+00:00,2025-06
DYN,2025-06-17 15:30:00+00:00,2025-06-17 16:30:00+00:00,11.23,10.8931,-3.0,-58.89,stop,0.1853,0,9697.44,2025-06-17 15:30:00+00:00,2025-06
CRML,2025-06-17 16:30:00+00:00,2025-06-17 16:30:00+00:00,2.835,2.75,-3.0,-59.24,stop,0.2409,0,9638.19,2025-06-17 16:30:00+00:00,2025-06
QUBT,2025-06-17 17:30:00+00:00,2025-06-17 19:30:00+00:00,19.42,20.0026,3.0,57.83,target,0.2409,1,9637.49,2025-06-17 17:30:00+00:00,2025-06
NVTS,2025-06-17 17:30:00+00:00,2025-06-18 13:30:00+00:00,6.71,6.9113,3.0,57.83,target,0.2063,1,9695.32,2025-06-17 17:30:00+00:00,2025-06
TNGX,2025-06-17 17:30:00+00:00,2025-06-18 13:30:00+00:00,4.8401,4.9853,3.0,57.83,target,0.2063,1,9753.14,2025-06-17 17:30:00+00:00,2025-06
CRML,2025-06-17 17:30:00+00:00,2025-06-18 13:30:00+00:00,2.6899,2.6092,-3.0,-57.83,stop,0.2059,0,9695.32,2025-06-17 17:30:00+00:00,2025-06
RCAT,2025-06-18 13:30:00+00:00,2025-06-18 13:30:00+00:00,7.4901,7.7148,3.0,57.82,target,0.2059,1,9753.14,2025-06-18 13:30:00+00:00,2025-06
SEDG,2025-06-18 13:30:00+00:00,2025-06-18 13:30:00+00:00,16.16,16.6448,3.0,57.82,target,0.1622,1,9810.97,2025-06-18 13:30:00+00:00,2025-06
ONDS,2025-06-18 14:30:00+00:00,2025-06-18 15:30:00+00:00,1.565,1.5181,-3.0,-58.87,stop,0.1517,0,9928.7,2025-06-18 14:30:00+00:00,2025-06
PACS,2025-06-18 14:30:00+00:00,2025-06-18 15:30:00+00:00,12.95,13.3385,3.0,58.87,target,0.1853,1,9987.56,2025-06-18 14:30:00+00:00,2025-06
DYN,2025-06-18 14:30:00+00:00,2025-06-18 16:30:00+00:00,11.15,10.8155,-3.0,-58.87,stop,0.1619,0,9810.26,2025-06-18 14:30:00+00:00,2025-06
TE,2025-06-18 14:30:00+00:00,2025-06-18 14:30:00+00:00,1.325,1.3648,3.0,58.87,target,0.1619,1,9869.83,2025-06-18 14:30:00+00:00,2025-06
USAR,2025-06-18 14:30:00+00:00,2025-06-18 14:30:00+00:00,12.73,13.1119,3.0,58.87,target,0.1517,1,9928.7,2025-06-18 14:30:00+00:00,2025-06
AIP,2025-06-18 15:30:00+00:00,2025-06-18 15:30:00+00:00,9.44,9.1568,-3.0,-59.57,stop,0.1853,0,9869.12,2025-06-18 15:30:00+00:00,2025-06
QUBT,2025-06-18 15:30:00+00:00,2025-06-18 16:30:00+00:00,19.9049,19.3078,-3.0,-59.57,stop,0.2409,0,9750.69,2025-06-18 15:30:00+00:00,2025-06
CRML,2025-06-18 16:30:00+00:00,2025-06-18 16:30:00+00:00,2.385,2.3134,-3.0,-59.21,stop,0.1853,0,9691.47,2025-06-18 16:30:00+00:00,2025-06
ONDS,2025-06-18 16:30:00+00:00,2025-06-18 16:30:00+00:00,1.4735,1.5177,3.0,59.21,target,0.1853,1,9750.69,2025-06-18 16:30:00+00:00,2025-06
BBAI,2025-06-18 16:30:00+00:00,2025-06-20 13:30:00+00:00,4.0388,3.9176,-3.0,-59.21,stop,0.2063,0,9691.47,2025-06-18 16:30:00+00:00,2025-06
TMC,2025-06-18 17:30:00+00:00,2025-06-18 17:30:00+00:00,6.72,6.9216,3.0,58.5,target,0.1853,1,9809.19,2025-06-18 17:30:00+00:00,2025-06
CRML,2025-06-18 17:30:00+00:00,2025-06-18 18:30:00+00:00,2.405,2.3328,-3.0,-58.5,stop,0.2409,0,9750.69,2025-06-18 17:30:00+00:00,2025-06
QUBT,2025-06-18 17:30:00+00:00,2025-06-20 13:30:00+00:00,19.07,19.6421,3.0,58.5,target,0.2059,1,9749.98,2025-06-18 17:30:00+00:00,2025-06
ONDS,2025-06-18 17:30:00+00:00,2025-06-20 13:30:00+00:00,1.5111,1.5564,3.0,58.5,target,0.1781,1,9808.48,2025-06-18 17:30:00+00:00,2025-06
TMC,2025-06-18 18:30:00+00:00,2025-06-20 13:30:00+00:00,6.805,7.0091,3.0,58.86,target,0.2059,1,9867.34,2025-06-18 18:30:00+00:00,2025-06
CIFR,2025-06-18 19:30:00+00:00,2025-06-20 13:30:00+00:00,3.825,3.9398,3.0,58.5,target,0.2063,1,9925.84,2025-06-18 19:30:00+00:00,2025-06
TE,2025-06-20 14:30:00+00:00,2025-06-20 14:30:00+00:00,1.405,1.3628,-3.0,-59.56,stop,0.1781,0,9866.28,2025-06-20 14:30:00+00:00,2025-06
GRAL,2025-06-20 14:30:00+00:00,2025-06-20 15:30:00+00:00,47.47,46.0459,-3.0,-59.56,stop,0.1619,0,9806.73,2025-06-20 14:30:00+00:00,2025-06
DYN,2025-06-20 14:30:00+00:00,2025-06-20 16:30:00+00:00,10.432,10.119,-3.0,-59.56,stop,0.1781,0,9687.98,2025-06-20 14:30:00+00:00,2025-06
QXO,2025-06-20 14:30:00+00:00,2025-06-20 16:30:00+00:00,23.41,24.1123,3.0,59.56,target,0.1619,1,9747.53,2025-06-20 14:30:00+00:00,2025-06
PTON,2025-06-20 14:30:00+00:00,2025-06-23 13:30:00+00:00,6.26,6.0722,-3.0,-59.56,stop,0.1622,0,9804.24,2025-06-20 14:30:00+00:00,2025-06
TE,2025-06-20 15:30:00+00:00,2025-06-20 15:30:00+00:00,1.375,1.3337,-3.0,-59.2,stop,0.2409,0,9747.53,2025-06-20 15:30:00+00:00,2025-06
CRML,2025-06-20 16:30:00+00:00,2025-06-20 17:30:00+00:00,2.315,2.3845,3.0,58.49,target,0.1853,1,9806.02,2025-06-20 16:30:00+00:00,2025-06
TE,2025-06-20 16:30:00+00:00,2025-06-20 19:30:00+00:00,1.36,1.4008,3.0,58.49,target,0.2059,1,9922.99,2025-06-20 16:30:00+00:00,2025-06
CAPR,2025-06-20 17:30:00+00:00,2025-06-20 17:30:00+00:00,6.955,7.1636,3.0,58.49,target,0.1853,1,9864.5,2025-06-20 17:30:00+00:00,2025-06
RUN,2025-06-20 17:30:00+00:00,2025-06-23 13:30:00+00:00,6.33,6.1401,-3.0,-58.49,stop,0.2409,0,9745.76,2025-06-20 17:30:00+00:00,2025-06
TMC,2025-06-20 18:30:00+00:00,2025-06-20 19:30:00+00:00,6.725,6.5232,-3.0,-59.19,stop,0.2409,0,9863.8,2025-06-20 18:30:00+00:00,2025-06
IREN,2025-06-20 18:30:00+00:00,2025-06-23 13:30:00+00:00,10.58,10.2626,-3.0,-59.19,stop,0.2063,0,9686.57,2025-06-20 18:30:00+00:00,2025-06
QXO,2025-06-23 13:30:00+00:00,2025-06-23 13:30:00+00:00,23.75,24.4625,3.0,59.18,target,0.1853,1,9686.57,2025-06-23 13:30:00+00:00,2025-06
CRML,2025-06-23 13:30:00+00:00,2025-06-23 13:30:00+00:00,2.48,2.4056,-3.0,-59.18,stop,0.1853,0,9627.39,2025-06-23 13:30:00+00:00,2025-06
CRML,2025-06-23 14:30:00+00:00,2025-06-23 14:30:00+00:00,2.5821,2.5046,-3.0,-58.12,stop,0.1736,0,9628.45,2025-06-23 14:30:00+00:00,2025-06
CAPR,2025-06-23 14:30:00+00:00,2025-06-23 14:30:00+00:00,7.4544,7.2308,-3.0,-58.12,stop,0.1622,0,9570.33,2025-06-23 14:30:00+00:00,2025-06
LMND,2025-06-23 14:30:00+00:00,2025-06-23 15:30:00+00:00,46.05,44.6685,-3.0,-58.12,stop,0.1619,0,9512.21,2025-06-23 14:30:00+00:00,2025-06
TSAT,2025-06-23 14:30:00+00:00,2025-06-23 15:30:00+00:00,22.715,23.3965,3.0,58.12,target,0.1619,1,9570.33,2025-06-23 14:30:00+00:00,2025-06
SRRK,2025-06-23 14:30:00+00:00,2025-06-23 18:30:00+00:00,32.385,33.3565,3.0,58.12,target,0.1781,1,9800.72,2025-06-23 14:30:00+00:00,2025-06
HIMS,2025-06-23 15:30:00+00:00,2025-06-23 15:30:00+00:00,45.06,43.7082,-3.0,-57.42,stop,0.2684,0,9512.91,2025-06-23 15:30:00+00:00,2025-06
CAPR,2025-06-23 15:30:00+00:00,2025-06-23 15:30:00+00:00,7.07,7.2821,3.0,57.42,target,0.1853,1,9570.33,2025-06-23 15:30:00+00:00,2025-06
CRML,2025-06-23 16:30:00+00:00,2025-06-23 17:30:00+00:00,2.395,2.4668,3.0,57.42,target,0.2409,1,9627.76,2025-06-23 16:30:00+00:00,2025-06
GRAL,2025-06-23 16:30:00+00:00,2025-06-23 17:30:00+00:00,41.99,43.2497,3.0,57.42,target,0.2063,1,9685.18,2025-06-23 16:30:00+00:00,2025-06
OKLO,2025-06-23 16:30:00+00:00,2025-06-23 17:30:00+00:00,52.78,54.3634,3.0,57.42,target,0.2063,1,9742.6,2025-06-23 16:30:00+00:00,2025-06
HIMS,2025-06-23 16:30:00+00:00,2025-06-24 15:30:00+00:00,43.1101,43.625,1.194,22.86,timeout,0.2409,1,9823.23,2025-06-23 16:30:00+00:00,2025-06
CRML,2025-06-23 18:30:00+00:00,2025-06-24 13:30:00+00:00,2.385,2.4565,3.0,58.46,target,0.2059,1,9859.17,2025-06-23 18:30:00+00:00,2025-06
CMPS,2025-06-23 18:30:00+00:00,2025-06-23 19:30:00+00:00,2.3902,2.3185,-3.0,-58.46,stop,0.1853,0,9742.26,2025-06-23 18:30:00+00:00,2025-06
OUST,2025-06-23 18:30:00+00:00,2025-06-23 19:30:00+00:00,23.245,23.9424,3.0,58.46,target,0.1853,1,9800.72,2025-06-23 18:30:00+00:00,2025-06
OKLO,2025-06-23 19:30:00+00:00,2025-06-24 13:30:00+00:00,54.5,56.135,3.0,58.8,target,0.1853,1,9917.98,2025-06-23 19:30:00+00:00,2025-06
ATAI,2025-06-24 13:30:00+00:00,2025-06-24 13:30:00+00:00,2.08,2.0176,-3.0,-58.8,stop,0.1853,0,9859.17,2025-06-24 13:30:00+00:00,2025-06
CMPS,2025-06-24 13:30:00+00:00,2025-06-24 13:30:00+00:00,2.4817,2.4072,-3.0,-58.8,stop,0.1853,0,9800.37,2025-06-24 13:30:00+00:00,2025-06
TSAT,2025-06-24 14:30:00+00:00,2025-06-24 14:30:00+00:00,25.1,24.347,-3.0,-58.8,stop,0.1622,0,9741.57,2025-06-24 14:30:00+00:00,2025-06
DYN,2025-06-24 14:30:00+00:00,2025-06-24 14:30:00+00:00,10.17,10.4751,3.0,58.8,target,0.1508,1,9800.37,2025-06-24 14:30:00+00:00,2025-06
ATAI,2025-06-24 14:30:00+00:00,2025-06-24 18:30:00+00:00,2.035,2.0961,3.0,58.8,target,0.1517,1,9999.78,2025-06-24 14:30:00+00:00,2025-06
ASTS,2025-06-24 14:30:00+00:00,2025-06-24 15:30:00+00:00,50.74,52.2622,3.0,58.8,target,0.1508,1,9882.03,2025-06-24 14:30:00+00:00,2025-06
AAOI,2025-06-24 15:30:00+00:00,2025-06-24 16:30:00+00:00,23.5599,22.8531,-3.0,-58.8,stop,0.1853,0,9823.23,2025-06-24 15:30:00+00:00,2025-06
CMPS,2025-06-24 15:30:00+00:00,2025-06-24 17:30:00+00:00,2.4007,2.4727,3.0,58.8,target,0.2409,1,9882.03,2025-06-24 15:30:00+00:00,2025-06
AEVA,2025-06-24 16:30:00+00:00,2025-06-24 16:30:00+00:00,30.91,29.9827,-3.0,-59.29,stop,0.2409,0,9763.94,2025-06-24 16:30:00+00:00,2025-06
BBAI,2025-06-24 16:30:00+00:00,2025-06-24 16:30:00+00:00,4.99,5.1397,3.0,59.29,target,0.2409,1,9823.23,2025-06-24 16:30:00+00:00,2025-06
CRML,2025-06-24 17:30:00+00:00,2025-06-24 17:30:00+00:00,2.418,2.4905,3.0,58.94,target,0.2063,1,9940.97,2025-06-24 17:30:00+00:00,2025-06
AEVA,2025-06-24 17:30:00+00:00,2025-06-25 13:30:00+00:00,29.77,28.8769,-3.0,-58.94,stop,0.2409,0,10120.84,2025-06-24 17:30:00+00:00,2025-06
BBAI,2025-06-24 17:30:00+00:00,2025-06-25 13:30:00+00:00,5.145,4.9906,-3.0,-58.94,stop,0.1853,0,10061.9,2025-06-24 17:30:00+00:00,2025-06
AMLX,2025-06-24 18:30:00+00:00,2025-06-24 18:30:00+00:00,6.0486,6.2301,3.0,59.65,target,0.1853,1,10059.42,2025-06-24 18:30:00+00:00,2025-06
CMPS,2025-06-24 18:30:00+00:00,2025-06-24 18:30:00+00:00,2.49,2.5647,3.0,59.65,target,0.1853,1,10119.07,2025-06-24 18:30:00+00:00,2025-06
CAPR,2025-06-24 19:30:00+00:00,2025-06-24 19:30:00+00:00,8.62,8.8786,3.0,60.71,target,0.1853,1,10179.78,2025-06-24 19:30:00+00:00,2025-06
CMPS,2025-06-24 19:30:00+00:00,2025-06-25 13:30:00+00:00,2.5101,2.5854,3.0,60.71,target,0.2409,1,10122.62,2025-06-24 19:30:00+00:00,2025-06
AMLX,2025-06-24 19:30:00+00:00,2025-06-25 13:30:00+00:00,6.42,6.2274,-3.0,-60.71,stop,0.1853,0,10061.9,2025-06-24 19:30:00+00:00,2025-06
NKTR,2025-06-25 13:30:00+00:00,2025-06-25 13:30:00+00:00,24.89,24.1433,-3.0,-61.08,stop,0.2409,0,10000.82,2025-06-25 13:30:00+00:00,2025-06
ATAI,2025-06-25 14:30:00+00:00,2025-06-25 14:30:00+00:00,2.0797,2.1421,3.0,60.0,target,0.1853,1,10060.83,2025-06-25 14:30:00+00:00,2025-06
CAPR,2025-06-25 14:30:00+00:00,2025-06-25 14:30:00+00:00,9.1469,9.4213,3.0,60.0,target,0.1853,1,10120.83,2025-06-25 14:30:00+00:00,2025-06
AMLX,2025-06-25 14:30:00+00:00,2025-06-25 15:30:00+00:00,6.43,6.2371,-3.0,-60.0,stop,0.1853,0,10060.83,2025-06-25 14:30:00+00:00,2025-06
AEVA,2025-06-25 14:30:00+00:00,2025-06-25 16:30:00+00:00,28.8893,29.756,3.0,60.0,target,0.1853,1,10060.11,2025-06-25 14:30:00+00:00,2025-06
HTZ,2025-06-25 14:30:00+00:00,2025-06-26 13:30:00+00:00,7.14,7.3542,3.0,60.0,target,0.2409,1,10240.84,2025-06-25 14:30:00+00:00,2025-06
BBAI,2025-06-25 15:30:00+00:00,2025-06-25 15:30:00+00:00,4.95,4.8015,-3.0,-60.73,stop,0.1853,0,10000.1,2025-06-25 15:30:00+00:00,2025-06
CAPR,2025-06-25 15:30:00+00:00,2025-06-25 16:30:00+00:00,9.41,9.6923,3.0,60.73,target,0.1853,1,10120.83,2025-06-25 15:30:00+00:00,2025-06
CRML,2025-06-25 16:30:00+00:00,2025-06-25 16:30:00+00:00,2.56,2.6368,3.0,60.0,target,0.2063,1,10180.83,2025-06-25 16:30:00+00:00,2025-06
SEDG,2025-06-25 16:30:00+00:00,2025-06-26 13:30:00+00:00,19.22,19.7966,3.0,60.0,target,0.1853,1,10300.84,2025-06-25 16:30:00+00:00,2025-06
AEVA,2025-06-25 17:30:00+00:00,2025-06-26 13:30:00+00:00,29.63,30.5189,3.0,61.09,target,0.1853,1,10484.1,2025-06-25 17:30:00+00:00,2025-06
PLUG,2025-06-25 17:30:00+00:00,2025-06-26 13:30:00+00:00,1.12,1.1536,3.0,61.09,target,0.2063,1,10423.01,2025-06-25 17:30:00+00:00,2025-06
CRML,2025-06-25 17:30:00+00:00,2025-06-26 13:30:00+00:00,2.775,2.8583,3.0,61.09,target,0.2063,1,10361.93,2025-06-25 17:30:00+00:00,2025-06
AMLX,2025-06-26 14:30:00+00:00,2025-06-26 18:30:00+00:00,6.33,6.5199,3.0,62.9,target,0.1541,1,10672.81,2025-06-26 14:30:00+00:00,2025-06
ADPT,2025-06-26 14:30:00+00:00,2025-06-27 13:30:00+00:00,12.235,12.055,-1.471,-30.85,timeout,0.1736,0,10705.62,2025-06-26 14:30:00+00:00,2025-06
CAPR,2025-06-26 14:30:00+00:00,2025-06-26 18:30:00+00:00,10.01,10.3103,3.0,62.9,target,0.1853,1,10609.9,2025-06-26 14:30:00+00:00,2025-06
ABCL,2025-06-26 14:30:00+00:00,2025-06-26 15:30:00+00:00,3.865,3.7491,-3.0,-62.9,stop,0.1853,0,10484.1,2025-06-26 14:30:00+00:00,2025-06
RUN,2025-06-26 14:30:00+00:00,2025-06-26 14:30:00+00:00,7.815,8.0495,3.0,62.9,target,0.1619,1,10547.0,2025-06-26 14:30:00+00:00,2025-06
