ticker,entry_time,exit_time,entry,exit,ret_pct,pnl,reason,proba,win,equity_after,entry_dt,month
PLUG,2025-06-16 13:30:00+00:00,2025-06-16 13:30:00+00:00,1.3307,1.2901,-3.548,-65.06,stop,0.2063,0,9108.61,2025-06-16 13:30:00+00:00,2025-06
IBRX,2025-06-16 14:30:00+00:00,2025-06-17 13:30:00+00:00,3.1402,3.0444,-3.549,-64.64,stop,0.139,0,9312.9,2025-06-16 14:30:00+00:00,2025-06
HYMC,2025-06-16 14:30:00+00:00,2025-06-17 13:30:00+00:00,3.0115,3.1834,5.208,94.88,timeout,0.1781,1,9347.33,2025-06-16 14:30:00+00:00,2025-06
FTRE,2025-06-16 14:30:00+00:00,2025-06-17 13:30:00+00:00,5.7529,5.8771,1.659,30.22,timeout,0.1541,1,9377.54,2025-06-16 14:30:00+00:00,2025-06
RUN,2025-06-16 14:30:00+00:00,2025-06-16 14:30:00+00:00,9.5698,9.278,-3.548,-64.64,stop,0.1541,0,9181.84,2025-06-16 14:30:00+00:00,2025-06
CRML,2025-06-16 15:30:00+00:00,2025-06-16 16:30:00+00:00,2.4912,2.6892,7.446,136.74,target,0.2409,1,9318.58,2025-06-16 15:30:00+00:00,2025-06
MP,2025-06-16 15:30:00+00:00,2025-06-17 14:30:00+00:00,34.087,34.5777,0.939,17.25,timeout,0.2409,1,9264.49,2025-06-16 15:30:00+00:00,2025-06
CRML,2025-06-16 17:30:00+00:00,2025-06-16 17:30:00+00:00,2.8514,2.7645,-3.548,-66.13,stop,0.2409,0,9252.45,2025-06-16 17:30:00+00:00,2025-06
QUBT,2025-06-16 18:30:00+00:00,2025-06-17 13:30:00+00:00,20.8554,20.2196,-3.548,-65.66,stop,0.2409,0,9247.23,2025-06-16 18:30:00+00:00,2025-06
TMC,2025-06-17 14:30:00+00:00,2025-06-17 14:30:00+00:00,5.6978,5.5241,-3.548,-65.63,stop,0.2059,0,9198.86,2025-06-17 14:30:00+00:00,2025-06
CRML,2025-06-17 14:30:00+00:00,2025-06-17 15:30:00+00:00,2.6863,2.8998,7.446,137.71,target,0.1853,1,9336.57,2025-06-17 14:30:00+00:00,2025-06
DNN,2025-06-17 14:30:00+00:00,2025-06-17 16:30:00+00:00,1.8259,1.7702,-3.548,-65.63,stop,0.1853,0,9270.94,2025-06-17 14:30:00+00:00,2025-06
RCAT,2025-06-17 14:30:00+00:00,2025-06-17 17:30:00+00:00,7.4337,7.2071,-3.548,-65.63,stop,0.1781,0,9008.48,2025-06-17 14:30:00+00:00,2025-06
QUBT,2025-06-17 15:30:00+00:00,2025-06-17 16:30:00+00:00,20.6953,20.0644,-3.548,-65.28,stop,0.2059,0,9205.66,2025-06-17 15:30:00+00:00,2025-06
DYN,2025-06-17 15:30:00+00:00,2025-06-17 16:30:00+00:00,11.2356,10.8931,-3.548,-65.28,stop,0.1853,0,9140.37,2025-06-17 15:30:00+00:00,2025-06
CRML,2025-06-17 16:30:00+00:00,2025-06-17 16:30:00+00:00,2.8364,2.7499,-3.548,-66.26,stop,0.2409,0,9074.11,2025-06-17 16:30:00+00:00,2025-06
NVTS,2025-06-17 17:30:00+00:00,2025-06-18 16:30:00+00:00,6.7134,6.9065,2.378,43.15,timeout,0.2063,1,9391.65,2025-06-17 17:30:00+00:00,2025-06
TNGX,2025-06-17 17:30:00+00:00,2025-06-18 14:30:00+00:00,4.8425,5.2273,7.446,135.13,target,0.2063,1,9348.5,2025-06-17 17:30:00+00:00,2025-06
QUBT,2025-06-17 17:30:00+00:00,2025-06-18 13:30:00+00:00,19.4297,20.9736,7.446,135.13,target,0.2409,1,9143.61,2025-06-17 17:30:00+00:00,2025-06
CRML,2025-06-17 17:30:00+00:00,2025-06-18 13:30:00+00:00,2.6912,2.6092,-3.549,-64.4,stop,0.2059,0,9079.21,2025-06-17 17:30:00+00:00,2025-06
PLUG,2025-06-17 18:30:00+00:00,2025-06-18 13:30:00+00:00,1.0806,1.1665,7.446,134.15,target,0.2059,1,9213.37,2025-06-17 18:30:00+00:00,2025-06
DYN,2025-06-18 14:30:00+00:00,2025-06-18 16:30:00+00:00,11.1556,10.8155,-3.549,-65.39,stop,0.1619,0,9326.26,2025-06-18 14:30:00+00:00,2025-06
TE,2025-06-18 14:30:00+00:00,2025-06-18 16:30:00+00:00,1.3257,1.431,7.446,137.21,target,0.1619,1,9463.47,2025-06-18 14:30:00+00:00,2025-06
PACS,2025-06-18 14:30:00+00:00,2025-06-20 13:30:00+00:00,12.9565,13.0685,0.364,6.71,timeout,0.1853,1,9337.15,2025-06-18 14:30:00+00:00,2025-06
QUBT,2025-06-18 15:30:00+00:00,2025-06-18 16:30:00+00:00,19.9149,19.3077,-3.548,-66.35,stop,0.2409,0,9397.12,2025-06-18 15:30:00+00:00,2025-06
CRML,2025-06-18 17:30:00+00:00,2025-06-18 18:30:00+00:00,2.4062,2.3328,-3.549,-66.69,stop,0.2409,0,9330.43,2025-06-18 17:30:00+00:00,2025-06
TMC,2025-06-18 17:30:00+00:00,2025-06-20 13:30:00+00:00,6.7234,7.2576,7.446,139.94,target,0.1853,1,9477.09,2025-06-18 17:30:00+00:00,2025-06
ONDS,2025-06-18 17:30:00+00:00,2025-06-20 13:30:00+00:00,1.5119,1.632,7.446,139.94,target,0.1781,1,9617.03,2025-06-18 17:30:00+00:00,2025-06
QUBT,2025-06-18 17:30:00+00:00,2025-06-20 16:30:00+00:00,19.0795,19.0105,-0.862,-16.2,timeout,0.2059,0,9600.83,2025-06-18 17:30:00+00:00,2025-06
CIFR,2025-06-18 19:30:00+00:00,2025-06-20 18:30:00+00:00,3.8269,3.8169,-0.762,-14.22,timeout,0.2063,0,9586.61,2025-06-18 19:30:00+00:00,2025-06
AEVA,2025-06-24 15:30:00+00:00,2025-06-24 16:30:00+00:00,30.9555,30.0118,-3.548,-68.04,stop,0.1853,0,9450.54,2025-06-24 15:30:00+00:00,2025-06
CMPS,2025-06-24 15:30:00+00:00,2025-06-24 18:30:00+00:00,2.4019,2.5928,7.446,142.76,target,0.2409,1,9593.31,2025-06-24 15:30:00+00:00,2025-06
HIMS,2025-06-24 15:30:00+00:00,2025-06-24 18:30:00+00:00,43.962,42.6218,-3.549,-68.04,stop,0.1853,0,9525.27,2025-06-24 15:30:00+00:00,2025-06
BBAI,2025-06-24 15:30:00+00:00,2025-06-25 13:30:00+00:00,4.9025,5.292,7.446,142.76,target,0.1853,1,9668.03,2025-06-24 15:30:00+00:00,2025-06
AAOI,2025-06-24 15:30:00+00:00,2025-06-24 16:30:00+00:00,23.5717,22.8531,-3.548,-68.04,stop,0.1853,0,9518.58,2025-06-24 15:30:00+00:00,2025-06
AEVA,2025-06-24 17:30:00+00:00,2025-06-25 13:30:00+00:00,29.7849,28.8769,-3.548,-67.07,stop,0.2409,0,9600.96,2025-06-24 17:30:00+00:00,2025-06
CRML,2025-06-24 17:30:00+00:00,2025-06-25 13:30:00+00:00,2.4192,2.6114,7.446,140.74,target,0.2063,1,9741.7,2025-06-24 17:30:00+00:00,2025-06
AMLX,2025-06-24 19:30:00+00:00,2025-06-25 13:30:00+00:00,6.4232,6.2274,-3.548,-67.6,stop,0.1853,0,9674.1,2025-06-24 19:30:00+00:00,2025-06
CMPS,2025-06-24 19:30:00+00:00,2025-06-25 15:30:00+00:00,2.5114,2.7109,7.446,141.85,target,0.2409,1,9747.29,2025-06-24 19:30:00+00:00,2025-06
ATAI,2025-06-25 14:30:00+00:00,2025-06-26 13:30:00+00:00,2.0807,2.189,4.703,91.0,timeout,0.1853,1,10201.97,2025-06-25 14:30:00+00:00,2025-06
HTZ,2025-06-25 14:30:00+00:00,2025-06-26 13:30:00+00:00,7.1436,7.7112,7.446,144.07,target,0.2409,1,10110.97,2025-06-25 14:30:00+00:00,2025-06
AMLX,2025-06-25 14:30:00+00:00,2025-06-25 15:30:00+00:00,6.4332,6.2371,-3.548,-68.66,stop,0.1853,0,9678.64,2025-06-25 14:30:00+00:00,2025-06
AEVA,2025-06-25 14:30:00+00:00,2025-06-25 14:30:00+00:00,28.9037,28.0226,-3.548,-68.66,stop,0.1853,0,9605.44,2025-06-25 14:30:00+00:00,2025-06
AEVA,2025-06-25 15:30:00+00:00,2025-06-26 13:30:00+00:00,28.5743,30.8448,7.446,143.04,target,0.2409,1,10345.01,2025-06-25 15:30:00+00:00,2025-06
CAPR,2025-06-25 16:30:00+00:00,2025-06-25 17:30:00+00:00,9.5013,10.2563,7.446,144.13,target,0.1853,1,9966.9,2025-06-25 16:30:00+00:00,2025-06
CRML,2025-06-25 16:30:00+00:00,2025-06-25 16:30:00+00:00,2.5613,2.7648,7.446,144.13,target,0.2063,1,9822.77,2025-06-25 16:30:00+00:00,2025-06
CRML,2025-06-25 17:30:00+00:00,2025-06-26 13:30:00+00:00,2.7764,2.997,7.446,146.28,target,0.2063,1,10491.29,2025-06-25 17:30:00+00:00,2025-06
QS,2025-06-25 18:30:00+00:00,2025-06-26 13:30:00+00:00,5.7179,6.1722,7.446,148.43,target,0.2059,1,10639.72,2025-06-25 18:30:00+00:00,2025-06
AMLX,2025-06-26 14:30:00+00:00,2025-06-27 13:30:00+00:00,6.3332,6.3568,-0.126,-2.69,timeout,0.1541,0,10757.74,2025-06-26 14:30:00+00:00,2025-06
RUN,2025-06-26 14:30:00+00:00,2025-06-27 13:30:00+00:00,7.8189,7.5805,-3.549,-75.51,stop,0.1619,0,10760.43,2025-06-26 14:30:00+00:00,2025-06
ADPT,2025-06-26 14:30:00+00:00,2025-06-27 13:30:00+00:00,12.2411,12.049,-2.07,-44.04,timeout,0.1736,0,10835.94,2025-06-26 14:30:00+00:00,2025-06
ABCL,2025-06-26 14:30:00+00:00,2025-06-26 14:30:00+00:00,3.8669,3.749,-3.548,-75.51,stop,0.1853,0,10564.21,2025-06-26 14:30:00+00:00,2025-06
CAPR,2025-06-26 14:30:00+00:00,2025-06-27 13:30:00+00:00,10.015,10.8108,7.446,158.45,target,0.1853,1,10879.98,2025-06-26 14:30:00+00:00,2025-06
CRML,2025-06-26 15:30:00+00:00,2025-06-26 15:30:00+00:00,3.3517,3.618,7.446,157.32,target,0.2409,1,10721.53,2025-06-26 15:30:00+00:00,2025-06
AAOI,2025-06-26 16:30:00+00:00,2025-06-27 15:30:00+00:00,27.0035,26.1803,-3.548,-76.09,stop,0.1853,0,10681.65,2025-06-26 16:30:00+00:00,2025-06
CAPR,2025-06-27 14:30:00+00:00,2025-06-30 13:30:00+00:00,10.8154,10.6235,-2.275,-48.94,timeout,0.1781,0,10395.99,2025-06-27 14:30:00+00:00,2025-06
CRML,2025-06-27 14:30:00+00:00,2025-06-27 15:30:00+00:00,3.3588,3.2564,-3.548,-76.35,stop,0.1781,0,10605.3,2025-06-27 14:30:00+00:00,2025-06
ENVX,2025-06-27 14:30:00+00:00,2025-06-27 17:30:00+00:00,10.1851,9.8746,-3.548,-76.35,stop,0.1619,0,10528.95,2025-06-27 14:30:00+00:00,2025-06
WULF,2025-06-27 14:30:00+00:00,2025-06-30 13:30:00+00:00,4.1971,4.3478,3.091,66.51,timeout,0.1853,1,10444.93,2025-06-27 14:30:00+00:00,2025-06
AEVA,2025-06-27 16:30:00+00:00,2025-06-27 17:30:00+00:00,36.4782,35.3662,-3.548,-75.27,stop,0.2059,0,10453.68,2025-06-27 16:30:00+00:00,2025-06
CIFR,2025-06-27 16:30:00+00:00,2025-06-27 17:30:00+00:00,4.4672,4.331,-3.548,-75.27,stop,0.2059,0,10378.42,2025-06-27 16:30:00+00:00,2025-06
AEVA,2025-06-27 18:30:00+00:00,2025-06-30 14:30:00+00:00,35.2076,38.0052,7.446,154.56,target,0.2409,1,10705.1,2025-06-27 18:30:00+00:00,2025-06
CIFR,2025-06-27 18:30:00+00:00,2025-06-30 14:30:00+00:00,4.2321,4.5684,7.446,154.56,target,0.1853,1,10859.66,2025-06-27 18:30:00+00:00,2025-06
BBAI,2025-06-27 18:30:00+00:00,2025-06-30 13:30:00+00:00,5.7075,6.161,7.446,154.56,target,0.1853,1,10550.55,2025-06-27 18:30:00+00:00,2025-06
HIMS,2025-06-30 14:30:00+00:00,2025-06-30 15:30:00+00:00,49.8399,48.3205,-3.548,-74.88,stop,0.1517,0,10784.78,2025-06-30 14:30:00+00:00,2025-06
CAPR,2025-06-30 14:30:00+00:00,2025-06-30 16:30:00+00:00,10.6153,10.2917,-3.548,-74.88,stop,0.1622,0,10871.63,2025-06-30 14:30:00+00:00,2025-06
CRML,2025-06-30 14:30:00+00:00,2025-06-30 17:30:00+00:00,3.0365,3.2778,7.446,157.12,target,0.1781,1,11028.74,2025-06-30 14:30:00+00:00,2025-06
PLUG,2025-06-30 15:30:00+00:00,2025-06-30 15:30:00+00:00,1.3008,1.4041,7.446,161.72,target,0.2684,1,10946.5,2025-06-30 15:30:00+00:00,2025-06
AEVA,2025-06-30 15:30:00+00:00,2025-07-01 13:30:00+00:00,37.6687,36.5204,-3.549,-77.07,stop,0.2409,0,10873.99,2025-06-30 15:30:00+00:00,2025-06
OPEN,2025-06-30 16:30:00+00:00,2025-06-30 19:30:00+00:00,0.5552,0.5383,-3.549,-77.69,stop,0.2339,0,10951.06,2025-06-30 16:30:00+00:00,2025-06
SHLS,2025-06-30 16:30:00+00:00,2025-07-01 14:30:00+00:00,4.2271,4.563,7.446,163.02,target,0.2684,1,10881.57,2025-06-30 16:30:00+00:00,2025-06
CIFR,2025-06-30 17:30:00+00:00,2025-07-01 13:30:00+00:00,4.8074,4.6608,-3.548,-77.16,stop,0.1853,0,10796.83,2025-06-30 17:30:00+00:00,2025-06
PLUG,2025-06-30 18:30:00+00:00,2025-07-01 13:30:00+00:00,1.4704,1.4256,-3.548,-78.27,stop,0.2059,0,10718.56,2025-06-30 18:30:00+00:00,2025-06
CMPS,2025-07-01 13:30:00+00:00,2025-07-01 14:30:00+00:00,2.8414,3.0672,7.446,163.08,target,0.2063,1,11044.66,2025-07-01 13:30:00+00:00,2025-07
EOSE,2025-07-01 14:30:00+00:00,2025-07-02 13:30:00+00:00,4.8074,5.1894,7.446,159.62,target,0.1781,1,11302.26,2025-07-01 14:30:00+00:00,2025-07
CRML,2025-07-01 14:30:00+00:00,2025-07-01 18:30:00+00:00,3.4117,3.3077,-3.548,-76.07,stop,0.2409,0,10978.02,2025-07-01 14:30:00+00:00,2025-07
CIFR,2025-07-01 14:30:00+00:00,2025-07-01 14:30:00+00:00,4.8833,4.7345,-3.549,-76.07,stop,0.1853,0,10968.59,2025-07-01 14:30:00+00:00,2025-07
AEVA,2025-07-01 15:30:00+00:00,2025-07-01 15:30:00+00:00,27.3687,26.5343,-3.549,-77.84,stop,0.2409,0,10890.74,2025-07-01 15:30:00+00:00,2025-07
NKTR,2025-07-01 15:30:00+00:00,2025-07-02 14:30:00+00:00,24.7324,24.8975,0.168,3.68,timeout,0.2409,1,11557.41,2025-07-01 15:30:00+00:00,2025-07
ATAI,2025-07-01 15:30:00+00:00,2025-07-01 15:30:00+00:00,2.5663,2.7702,7.446,163.34,target,0.2409,1,11054.09,2025-07-01 15:30:00+00:00,2025-07
AEVA,2025-07-01 16:30:00+00:00,2025-07-01 18:30:00+00:00,27.4337,29.6136,7.446,164.62,target,0.2059,1,11142.64,2025-07-01 16:30:00+00:00,2025-07
ATAI,2025-07-01 16:30:00+00:00,2025-07-02 13:30:00+00:00,2.7124,2.9279,7.446,164.62,target,0.1853,1,11466.87,2025-07-01 16:30:00+00:00,2025-07
CRML,2025-07-01 19:30:00+00:00,2025-07-02 13:30:00+00:00,3.2916,3.5532,7.446,165.94,target,0.2409,1,11632.81,2025-07-01 19:30:00+00:00,2025-07
CMPS,2025-07-01 19:30:00+00:00,2025-07-02 13:30:00+00:00,3.2316,3.1331,-3.548,-79.08,stop,0.2059,0,11553.73,2025-07-01 19:30:00+00:00,2025-07
CELC,2025-07-02 14:30:00+00:00,2025-07-03 13:30:00+00:00,13.2166,13.6232,2.576,59.53,timeout,0.2063,1,11704.42,2025-07-02 14:30:00+00:00,2025-07
SHLS,2025-07-02 14:30:00+00:00,2025-07-03 13:30:00+00:00,5.3727,5.7996,7.446,172.06,target,0.2409,1,11644.89,2025-07-02 14:30:00+00:00,2025-07
CMPS,2025-07-02 14:30:00+00:00,2025-07-03 13:30:00+00:00,3.3167,3.3295,-0.112,-2.58,timeout,0.2409,0,11472.83,2025-07-02 14:30:00+00:00,2025-07
CAPR,2025-07-02 14:30:00+00:00,2025-07-02 15:30:00+00:00,10.0248,9.7192,-3.548,-82.0,stop,0.1736,0,11475.42,2025-07-02 14:30:00+00:00,2025-07
PLUG,2025-07-02 15:30:00+00:00,2025-07-03 13:30:00+00:00,1.4279,1.5414,7.446,172.11,target,0.2409,1,11876.54,2025-07-02 15:30:00+00:00,2025-07
TE,2025-07-02 16:30:00+00:00,2025-07-03 13:30:00+00:00,1.4257,1.3822,-3.548,-81.44,stop,0.2684,0,11795.1,2025-07-02 16:30:00+00:00,2025-07
TNGX,2025-07-03 14:30:00+00:00,2025-07-07 13:30:00+00:00,5.8121,5.6349,-3.548,-83.71,stop,0.1853,0,11711.39,2025-07-03 14:30:00+00:00,2025-07
AVAH,2025-07-03 14:30:00+00:00,2025-07-07 13:30:00+00:00,4.5023,4.365,-3.548,-83.71,stop,0.1622,0,11627.68,2025-07-03 14:30:00+00:00,2025-07
ERAS,2025-07-03 14:30:00+00:00,2025-07-07 16:30:00+00:00,1.4195,1.4243,-0.163,-3.85,timeout,0.1781,0,11623.82,2025-07-03 14:30:00+00:00,2025-07
CMPS,2025-07-03 14:30:00+00:00,2025-07-07 16:30:00+00:00,3.3367,3.3733,0.598,14.11,timeout,0.1622,1,11637.93,2025-07-03 14:30:00+00:00,2025-07
SION,2025-07-03 14:30:00+00:00,2025-07-07 16:30:00+00:00,20.2451,20.9745,3.103,73.2,timeout,0.1622,1,11711.13,2025-07-03 14:30:00+00:00,2025-07
AAOI,2025-07-07 14:30:00+00:00,2025-07-08 13:30:00+00:00,26.2731,26.5167,0.427,9.93,timeout,0.1853,1,11721.06,2025-07-07 14:30:00+00:00,2025-07
AVAH,2025-07-07 14:30:00+00:00,2025-07-08 13:30:00+00:00,4.3772,4.2437,-3.548,-82.52,stop,0.1853,0,11638.54,2025-07-07 14:30:00+00:00,2025-07
BBAI,2025-07-07 17:30:00+00:00,2025-07-08 13:30:00+00:00,7.6488,8.2566,7.446,174.4,target,0.1853,1,12161.75,2025-07-07 17:30:00+00:00,2025-07
BW,2025-07-07 17:30:00+00:00,2025-07-08 13:30:00+00:00,1.0055,1.0854,7.446,174.4,target,0.1881,1,11812.95,2025-07-07 17:30:00+00:00,2025-07
AMPX,2025-07-07 17:30:00+00:00,2025-07-08 13:30:00+00:00,4.7424,5.1192,7.446,174.4,target,0.1853,1,11987.35,2025-07-07 17:30:00+00:00,2025-07
ABCL,2025-07-08 14:30:00+00:00,2025-07-08 16:30:00+00:00,4.017,3.8945,-3.548,-86.31,stop,0.2063,0,12075.44,2025-07-08 14:30:00+00:00,2025-07
OPEN,2025-07-08 14:30:00+00:00,2025-07-09 13:30:00+00:00,0.715,0.7718,7.446,181.11,target,0.2059,1,12256.55,2025-07-08 14:30:00+00:00,2025-07
COGT,2025-07-08 14:30:00+00:00,2025-07-09 13:30:00+00:00,9.3347,10.0764,7.446,181.11,target,0.1853,1,12437.66,2025-07-08 14:30:00+00:00,2025-07
CIFR,2025-07-08 14:30:00+00:00,2025-07-09 13:30:00+00:00,5.9229,6.0235,1.199,29.16,timeout,0.1781,1,12466.83,2025-07-08 14:30:00+00:00,2025-07
FTRE,2025-07-08 14:30:00+00:00,2025-07-09 13:30:00+00:00,4.6723,4.8776,3.892,94.68,timeout,0.1781,1,12561.5,2025-07-08 14:30:00+00:00,2025-07
AEVA,2025-07-08 17:30:00+00:00,2025-07-09 13:30:00+00:00,29.8749,32.2488,7.446,179.83,target,0.2063,1,12741.33,2025-07-08 17:30:00+00:00,2025-07
AMLX,2025-07-09 14:30:00+00:00,2025-07-10 13:30:00+00:00,7.0485,7.3463,3.725,94.92,timeout,0.1508,1,12880.61,2025-07-09 14:30:00+00:00,2025-07
APGE,2025-07-09 14:30:00+00:00,2025-07-10 13:30:00+00:00,37.4137,37.2264,-1.001,-25.5,timeout,0.1541,0,12785.69,2025-07-09 14:30:00+00:00,2025-07
AXTI,2025-07-09 14:30:00+00:00,2025-07-10 13:30:00+00:00,2.4912,2.4153,-3.549,-90.43,stop,0.1736,0,12811.19,2025-07-09 14:30:00+00:00,2025-07
QS,2025-07-09 14:30:00+00:00,2025-07-10 13:30:00+00:00,8.2889,8.6955,4.405,112.26,timeout,0.1781,1,12901.62,2025-07-09 14:30:00+00:00,2025-07
GLXY,2025-07-09 14:30:00+00:00,2025-07-10 13:30:00+00:00,19.3096,19.7701,1.885,48.03,timeout,0.1781,1,12789.35,2025-07-09 14:30:00+00:00,2025-07
CAPR,2025-07-10 14:30:00+00:00,2025-07-10 14:30:00+00:00,11.0955,10.7573,-3.548,-91.41,stop,0.1853,0,12789.2,2025-07-10 14:30:00+00:00,2025-07
KOD,2025-07-10 14:30:00+00:00,2025-07-10 15:30:00+00:00,4.3472,4.2146,-3.548,-91.41,stop,0.1853,0,12697.79,2025-07-10 14:30:00+00:00,2025-07
IOVA,2025-07-10 14:30:00+00:00,2025-07-10 16:30:00+00:00,1.986,1.9254,-3.548,-91.41,stop,0.1853,0,12606.37,2025-07-10 14:30:00+00:00,2025-07
NUVB,2025-07-10 14:30:00+00:00,2025-07-10 17:30:00+00:00,2.3313,2.2602,-3.548,-91.41,stop,0.1781,0,12514.96,2025-07-10 14:30:00+00:00,2025-07
RARE,2025-07-10 14:30:00+00:00,2025-07-11 13:30:00+00:00,29.7549,30.2399,1.13,29.11,timeout,0.1781,1,12453.95,2025-07-10 14:30:00+00:00,2025-07
DNTH,2025-07-10 15:30:00+00:00,2025-07-11 14:30:00+00:00,20.6603,20.3198,-2.148,-54.94,timeout,0.1853,0,12494.57,2025-07-10 15:30:00+00:00,2025-07
FTRE,2025-07-10 16:30:00+00:00,2025-07-10 18:30:00+00:00,5.3277,5.1652,-3.549,-90.12,stop,0.1853,0,12424.84,2025-07-10 16:30:00+00:00,2025-07
CAPR,2025-07-10 17:30:00+00:00,2025-07-11 13:30:00+00:00,10.8654,10.5342,-3.548,-89.47,stop,0.1853,0,12364.49,2025-07-10 17:30:00+00:00,2025-07
