ticker,entry_time,exit_time,entry,exit,ret_pct,reason,proba,win
SOTK,2024-07-22 15:30:00+00:00,2024-07-23 13:30:00+00:00,4.02,3.77,-6.219,stop,0.6041,0
CELZ,2024-07-22 16:30:00+00:00,2024-07-23 15:30:00+00:00,3.6,3.56,-1.111,timeout,0.6211,0
CISO,2024-07-22 17:30:00+00:00,2024-07-23 13:30:00+00:00,0.5637,0.4938,-12.4,stop,0.612,0
CISO,2024-07-23 13:30:00+00:00,2024-07-23 16:30:00+00:00,0.48,0.5201,8.354,target,0.614,1
ZKIN,2024-07-23 15:30:00+00:00,2024-07-23 18:30:00+00:00,0.63,0.6433,2.111,timeout,0.6304,1
SATL,2024-07-23 15:30:00+00:00,2024-07-23 18:30:00+00:00,1.15,1.15,0.0,timeout,0.6024,0
LEDS,2024-07-23 19:30:00+00:00,2024-07-24 15:30:00+00:00,1.485,1.435,-3.367,stop,0.6348,0
ZKIN,2024-07-24 16:30:00+00:00,2024-07-25 13:30:00+00:00,0.5975,0.572,-4.268,stop,0.6437,0
SATL,2024-07-25 13:30:00+00:00,2024-07-25 14:30:00+00:00,1.1,1.2,9.091,target,0.6244,1
IMCC,2024-07-25 13:30:00+00:00,2024-07-25 17:30:00+00:00,2.33,2.43,4.292,timeout,0.6079,1
ZKIN,2024-07-25 14:30:00+00:00,2024-07-25 15:30:00+00:00,0.6,0.5701,-4.983,stop,0.6093,0
ZKIN,2024-07-25 17:30:00+00:00,2024-07-26 14:30:00+00:00,0.59,0.5982,1.39,timeout,0.6009,1
LEDS,2024-07-25 18:30:00+00:00,2024-07-26 15:30:00+00:00,1.46,1.48,1.37,timeout,0.6295,1
WFCF,2024-07-25 19:30:00+00:00,2024-07-26 19:30:00+00:00,11.4,11.5,0.877,timeout,0.6497,1
CISO,2024-07-25 19:30:00+00:00,2024-07-26 15:30:00+00:00,0.554,0.5443,-1.751,timeout,0.6132,0
TGEN,2024-07-26 18:30:00+00:00,2024-08-02 15:30:00+00:00,0.7051,0.71,0.695,timeout,0.6051,1
WFCF,2024-07-29 15:30:00+00:00,2024-07-30 14:30:00+00:00,11.1011,11.0,-0.911,timeout,0.6019,0
ZKIN,2024-07-29 19:30:00+00:00,2024-07-30 14:30:00+00:00,0.55,0.505,-8.182,stop,0.6044,0
HQI,2024-07-30 13:30:00+00:00,2024-07-31 15:30:00+00:00,13.25,13.45,1.509,timeout,0.6131,1
AEI,2024-07-30 17:30:00+00:00,2024-07-31 14:30:00+00:00,1.13,1.13,0.0,timeout,0.6424,0
WFCF,2024-07-31 13:30:00+00:00,2024-07-31 15:30:00+00:00,10.8607,10.52,-3.137,stop,0.6035,0
AEI,2024-07-31 15:30:00+00:00,2024-07-31 16:30:00+00:00,1.1396,1.075,-5.669,stop,0.6004,0
WFCF,2024-07-31 16:30:00+00:00,2024-08-02 15:30:00+00:00,10.5345,10.64,1.001,timeout,0.6066,1
ZKIN,2024-07-31 18:30:00+00:00,2024-08-01 15:30:00+00:00,0.54,0.557,3.148,timeout,0.6069,1
CISO,2024-08-01 13:30:00+00:00,2024-08-01 16:30:00+00:00,0.505,0.5,-0.99,timeout,0.6065,0
HQI,2024-08-01 16:30:00+00:00,2024-08-02 13:30:00+00:00,13.335,12.66,-5.062,stop,0.6059,0
VALU,2024-08-01 17:30:00+00:00,2024-08-01 19:30:00+00:00,47.32,44.65,-5.642,stop,0.6131,0
ZKIN,2024-08-01 17:30:00+00:00,2024-08-01 19:30:00+00:00,0.48,0.526,9.583,target,0.6435,1
AEI,2024-08-01 17:30:00+00:00,2024-08-02 13:30:00+00:00,1.08,0.93,-13.889,stop,0.6135,0
IMCC,2024-08-01 19:30:00+00:00,2024-08-02 14:30:00+00:00,2.98,2.77,-7.047,stop,0.6335,0
VALU,2024-08-02 13:30:00+00:00,2024-08-02 17:30:00+00:00,44.5578,40.8,-8.434,stop,0.6264,0
CISO,2024-08-02 13:30:00+00:00,2024-08-02 16:30:00+00:00,0.44,0.4498,2.227,timeout,0.6137,1
AEI,2024-08-02 13:30:00+00:00,2024-08-02 14:30:00+00:00,1.07,0.9301,-13.075,stop,0.6087,0
HQI,2024-08-02 14:30:00+00:00,2024-08-05 13:30:00+00:00,12.67,11.9,-6.077,stop,0.6129,0
AEI,2024-08-02 14:30:00+00:00,2024-08-02 18:30:00+00:00,0.9301,0.9402,1.086,timeout,0.6168,1
MYSZ,2024-08-02 14:30:00+00:00,2024-08-02 17:30:00+00:00,2.45,2.4519,0.078,timeout,0.6171,1
ZKIN,2024-08-02 17:30:00+00:00,2024-08-02 18:30:00+00:00,0.495,0.4675,-5.556,stop,0.6355,0
ZKIN,2024-08-05 13:30:00+00:00,2024-08-05 17:30:00+00:00,0.4627,0.466,0.713,timeout,0.6189,1
LEDS,2024-08-05 14:30:00+00:00,2024-08-06 13:30:00+00:00,1.28,1.3106,2.391,timeout,0.609,1
HIHO,2024-08-05 14:30:00+00:00,2024-08-06 13:30:00+00:00,1.7805,1.8152,1.949,timeout,0.6049,1
IMCC,2024-08-05 14:30:00+00:00,2024-08-05 19:30:00+00:00,2.7201,2.71,-0.371,timeout,0.6312,0
URG,2024-08-05 14:30:00+00:00,2024-08-05 17:30:00+00:00,0.9657,1.025,6.141,timeout,0.6109,1
ONIT,2024-08-05 14:30:00+00:00,2024-08-05 17:30:00+00:00,24.26,25.75,6.142,timeout,0.6119,1
LEDS,2024-08-05 15:30:00+00:00,2024-08-06 14:30:00+00:00,1.2901,1.34,3.868,timeout,0.6096,1
PODC,2024-08-05 15:30:00+00:00,2024-08-05 19:30:00+00:00,1.3601,1.44,5.875,timeout,0.616,1
AEI,2024-08-05 16:30:00+00:00,2024-08-06 13:30:00+00:00,0.9034,0.9109,0.83,timeout,0.6376,1
CISO,2024-08-06 13:30:00+00:00,2024-08-06 16:30:00+00:00,0.3744,0.37,-1.175,timeout,0.6148,0
SATL,2024-08-06 14:30:00+00:00,2024-08-06 16:30:00+00:00,0.91,0.9979,9.659,target,0.6146,1
CISO,2024-08-06 14:30:00+00:00,2024-08-06 17:30:00+00:00,0.3598,0.37,2.835,timeout,0.6033,1
ZDGE,2024-08-07 13:30:00+00:00,2024-08-07 15:30:00+00:00,3.32,3.69,11.145,target,0.6321,1
CELZ,2024-08-07 13:30:00+00:00,2024-08-07 17:30:00+00:00,3.07,3.005,-2.117,timeout,0.6087,0
IXHL,2024-08-07 18:30:00+00:00,2024-08-08 14:30:00+00:00,57.3,60.9,6.283,timeout,0.6033,1
ZDGE,2024-08-07 19:30:00+00:00,2024-08-08 15:30:00+00:00,3.325,3.5018,5.317,timeout,0.6007,1
SOTK,2024-08-08 15:30:00+00:00,2024-08-09 13:30:00+00:00,3.62,3.695,2.072,timeout,0.6228,1
CVV,2024-08-08 15:30:00+00:00,2024-08-08 19:30:00+00:00,3.6,3.5476,-1.456,timeout,0.6231,0
IMCC,2024-08-08 16:30:00+00:00,2024-08-09 13:30:00+00:00,3.0099,3.02,0.336,timeout,0.6087,1
AEI,2024-08-08 17:30:00+00:00,2024-08-09 14:30:00+00:00,0.918,0.9,-1.961,timeout,0.612,0
LEDS,2024-08-08 17:30:00+00:00,2024-08-08 18:30:00+00:00,1.35,1.2878,-4.607,stop,0.6277,0
LEDS,2024-08-08 19:30:00+00:00,2024-08-12 13:30:00+00:00,1.3,1.37,5.385,timeout,0.6325,1
WFCF,2024-08-09 14:30:00+00:00,2024-08-12 14:30:00+00:00,10.65,11.15,4.695,timeout,0.6202,1
AEI,2024-08-09 18:30:00+00:00,2024-08-12 14:30:00+00:00,0.8601,0.97,12.778,target,0.6232,1
CLWT,2024-08-09 19:30:00+00:00,2024-08-12 15:30:00+00:00,1.52,1.4926,-1.803,timeout,0.6223,0
COYA,2024-08-12 15:30:00+00:00,2024-08-12 17:30:00+00:00,5.65,5.42,-4.071,stop,0.6094,0
LEDS,2024-08-12 19:30:00+00:00,2024-08-13 15:30:00+00:00,1.28,1.27,-0.781,timeout,0.6356,0
COYA,2024-08-13 14:30:00+00:00,2024-08-13 17:30:00+00:00,5.1255,5.19,1.258,timeout,0.6072,1
LEDS,2024-08-13 17:30:00+00:00,2024-08-14 14:30:00+00:00,1.23,1.33,8.13,target,0.63,1
AEI,2024-08-13 17:30:00+00:00,2024-08-13 18:30:00+00:00,0.9898,0.9401,-5.021,stop,0.6407,0
WFCF,2024-08-14 16:30:00+00:00,2024-08-14 17:30:00+00:00,10.9999,10.59,-3.726,stop,0.629,0
TGEN,2024-08-14 16:30:00+00:00,2024-08-15 19:30:00+00:00,0.7705,0.801,3.958,timeout,0.6289,1
IMCC,2024-08-14 17:30:00+00:00,2024-08-15 13:30:00+00:00,2.77,2.925,5.596,timeout,0.6096,1
CISO,2024-08-14 18:30:00+00:00,2024-08-14 19:30:00+00:00,0.4108,0.3839,-6.548,stop,0.616,0
WFCF,2024-08-15 13:30:00+00:00,2024-08-15 19:30:00+00:00,10.63,10.87,2.258,timeout,0.6149,1
CISO,2024-08-15 13:30:00+00:00,2024-08-15 14:30:00+00:00,0.3685,0.4599,24.803,target,0.6224,1
ZDGE,2024-08-15 18:30:00+00:00,2024-08-16 14:30:00+00:00,3.26,3.51,7.669,timeout,0.6097,1
HQI,2024-08-16 16:30:00+00:00,2024-08-16 19:30:00+00:00,13.5499,13.45,-0.737,timeout,0.602,0
CELZ,2024-08-19 14:30:00+00:00,2024-08-19 18:30:00+00:00,3.31,3.2444,-1.982,timeout,0.6189,0
WFCF,2024-08-19 15:30:00+00:00,2024-08-19 19:30:00+00:00,11.08,11.21,1.173,timeout,0.6276,1
LEDS,2024-08-19 18:30:00+00:00,2024-08-21 13:30:00+00:00,1.2853,1.3397,4.232,timeout,0.604,1
PODC,2024-08-19 19:30:00+00:00,2024-08-20 13:30:00+00:00,1.41,1.36,-3.546,stop,0.6058,0
ZKIN,2024-08-20 13:30:00+00:00,2024-08-21 13:30:00+00:00,0.483,0.4865,0.725,timeout,0.6134,1
AEI,2024-08-20 17:30:00+00:00,2024-08-21 13:30:00+00:00,0.9539,1.11,16.364,target,0.6113,1
CLWT,2024-08-20 18:30:00+00:00,2024-08-21 14:30:00+00:00,1.48,1.56,5.405,timeout,0.6112,1
AIRG,2024-08-21 13:30:00+00:00,2024-08-21 16:30:00+00:00,7.49,7.51,0.267,timeout,0.6135,1
CLWT,2024-08-21 14:30:00+00:00,2024-08-21 18:30:00+00:00,1.56,1.54,-1.282,timeout,0.6433,0
CISO,2024-08-21 15:30:00+00:00,2024-08-21 18:30:00+00:00,0.3902,0.4003,2.588,timeout,0.6108,1
IMCC,2024-08-21 19:30:00+00:00,2024-08-22 15:30:00+00:00,2.81,2.922,3.986,timeout,0.611,1
CLWT,2024-08-22 15:30:00+00:00,2024-08-22 18:30:00+00:00,1.56,1.5,-3.846,stop,0.6284,0
ZKIN,2024-08-22 15:30:00+00:00,2024-08-22 18:30:00+00:00,0.4899,0.5084,3.776,timeout,0.6332,1
ZKIN,2024-08-22 17:30:00+00:00,2024-08-23 14:30:00+00:00,0.49,0.5076,3.592,timeout,0.6015,1
LEDS,2024-08-26 14:30:00+00:00,2024-08-27 16:30:00+00:00,1.3059,1.261,-3.438,stop,0.6358,0
CVV,2024-08-26 15:30:00+00:00,2024-08-26 18:30:00+00:00,3.804,3.85,1.209,timeout,0.608,1
ZKIN,2024-08-26 15:30:00+00:00,2024-08-26 19:30:00+00:00,0.4828,0.5081,5.24,timeout,0.635,1
IMCC,2024-08-27 16:30:00+00:00,2024-08-27 19:30:00+00:00,2.945,2.96,0.509,timeout,0.6099,1
TGEN,2024-08-27 19:30:00+00:00,2024-08-30 13:30:00+00:00,1.05,1.04,-0.952,timeout,0.6586,0
LEDS,2024-08-28 17:30:00+00:00,2024-08-29 18:30:00+00:00,1.27,1.2799,0.78,timeout,0.6076,1
PODC,2024-08-28 17:30:00+00:00,2024-08-29 15:30:00+00:00,1.55,1.5602,0.658,timeout,0.6227,1
CLWT,2024-08-28 18:30:00+00:00,2024-08-28 19:30:00+00:00,1.44,1.57,9.028,target,0.6344,1
ZKIN,2024-08-28 18:30:00+00:00,2024-08-29 14:30:00+00:00,0.5097,0.51,0.059,timeout,0.639,1
CELZ,2024-08-29 13:30:00+00:00,2024-08-29 17:30:00+00:00,3.39,3.41,0.59,timeout,0.6101,1
CISO,2024-08-29 15:30:00+00:00,2024-08-29 18:30:00+00:00,0.561,0.559,-0.357,timeout,0.6155,0
ZKIN,2024-08-29 19:30:00+00:00,2024-08-30 14:30:00+00:00,0.4799,0.46,-4.147,stop,0.656,0
CVV,2024-08-30 14:30:00+00:00,2024-08-30 17:30:00+00:00,3.72,3.7,-0.538,timeout,0.6085,0
RAND,2024-08-30 17:30:00+00:00,2024-09-03 17:30:00+00:00,18.354,18.86,2.757,timeout,0.6091,1
EUDA,2024-09-03 14:30:00+00:00,2024-09-03 17:30:00+00:00,93.0,90.218,-2.991,timeout,0.6099,0
EU,2024-09-03 14:30:00+00:00,2024-09-03 17:30:00+00:00,3.34,3.295,-1.347,timeout,0.605,0
ZKIN,2024-09-03 15:30:00+00:00,2024-09-04 13:30:00+00:00,0.472,0.4493,-4.809,stop,0.6472,0
MYSZ,2024-09-03 18:30:00+00:00,2024-09-04 14:30:00+00:00,1.75,1.81,3.429,timeout,0.6188,1
CVV,2024-09-04 13:30:00+00:00,2024-09-04 17:30:00+00:00,3.63,3.6089,-0.581,timeout,0.6064,0
ZKIN,2024-09-04 14:30:00+00:00,2024-09-06 13:30:00+00:00,0.4663,0.45,-3.496,stop,0.6272,0
CISO,2024-09-04 19:30:00+00:00,2024-09-05 14:30:00+00:00,0.4998,0.475,-4.962,stop,0.6219,0
IMCC,2024-09-05 13:30:00+00:00,2024-09-05 18:30:00+00:00,2.43,2.27,-6.584,stop,0.6128,0
CISO,2024-09-05 13:30:00+00:00,2024-09-05 16:30:00+00:00,0.46,0.4683,1.804,timeout,0.6142,1
TGEN,2024-09-05 13:30:00+00:00,2024-09-05 14:30:00+00:00,0.98,0.9318,-4.918,stop,0.6637,0
AEI,2024-09-05 13:30:00+00:00,2024-09-05 15:30:00+00:00,1.1712,1.1303,-3.492,stop,0.6169,0
TGEN,2024-09-05 14:30:00+00:00,2024-09-05 16:30:00+00:00,0.9318,0.86,-7.706,stop,0.6251,0
TGEN,2024-09-05 16:30:00+00:00,2024-09-05 17:30:00+00:00,0.882,0.825,-6.463,stop,0.6007,0
TGEN,2024-09-05 17:30:00+00:00,2024-09-06 16:30:00+00:00,0.861,0.8997,4.495,timeout,0.6348,1
CISO,2024-09-05 18:30:00+00:00,2024-09-06 14:30:00+00:00,0.4745,0.4709,-0.759,timeout,0.6095,0
EUDA,2024-09-06 14:30:00+00:00,2024-09-06 17:30:00+00:00,64.62,60.2,-6.84,stop,0.6017,0
AEI,2024-09-06 16:30:00+00:00,2024-09-06 18:30:00+00:00,1.0314,0.95,-7.892,stop,0.6202,0
CELZ,2024-09-06 18:30:00+00:00,2024-09-06 19:30:00+00:00,3.4501,3.31,-4.061,stop,0.6177,0
ZKIN,2024-09-10 17:30:00+00:00,2024-09-11 13:30:00+00:00,0.444,0.435,-2.027,timeout,0.641,0
ONMD,2024-09-10 18:30:00+00:00,2024-09-10 19:30:00+00:00,0.83,0.7825,-5.723,stop,0.6171,0
IMCC,2024-09-11 15:30:00+00:00,2024-09-11 17:30:00+00:00,2.343,2.23,-4.823,stop,0.6058,0
IMCC,2024-09-11 18:30:00+00:00,2024-09-12 17:30:00+00:00,2.22,2.28,2.703,timeout,0.6312,1
WFCF,2024-09-11 19:30:00+00:00,2024-09-12 15:30:00+00:00,11.02,10.58,-3.993,stop,0.6238,0
SOTK,2024-09-12 17:30:00+00:00,2024-09-13 13:30:00+00:00,4.3108,4.155,-3.614,stop,0.6115,0
LEDS,2024-09-12 17:30:00+00:00,2024-09-16 13:30:00+00:00,1.35,1.31,-2.963,timeout,0.6099,0
CELZ,2024-09-13 15:30:00+00:00,2024-09-13 18:30:00+00:00,3.2099,3.1762,-1.05,timeout,0.6501,0
TGEN,2024-09-13 16:30:00+00:00,2024-09-19 15:30:00+00:00,0.889,0.889,0.0,timeout,0.6191,0
CELZ,2024-09-13 17:30:00+00:00,2024-09-16 16:30:00+00:00,3.2,3.1601,-1.247,timeout,0.6181,0
IMCC,2024-09-13 19:30:00+00:00,2024-09-16 13:30:00+00:00,2.3,2.22,-3.478,stop,0.654,0
ZKIN,2024-09-16 14:30:00+00:00,2024-09-16 18:30:00+00:00,0.4599,0.4599,0.0,timeout,0.6423,0
IMCC,2024-09-16 14:30:00+00:00,2024-09-16 16:30:00+00:00,2.37,2.23,-5.907,stop,0.6233,0
IMCC,2024-09-16 17:30:00+00:00,2024-09-17 13:30:00+00:00,2.275,2.385,4.835,timeout,0.6026,1
LEDS,2024-09-16 17:30:00+00:00,2024-09-17 14:30:00+00:00,1.3008,1.33,2.245,timeout,0.6006,1
MYSZ,2024-09-17 19:30:00+00:00,2024-09-18 15:30:00+00:00,1.86,1.965,5.645,timeout,0.6007,1
ZKIN,2024-09-18 14:30:00+00:00,2024-09-18 17:30:00+00:00,0.4375,0.45,2.857,timeout,0.6192,1
ZKIN,2024-09-19 13:30:00+00:00,2024-09-19 16:30:00+00:00,0.444,0.42,-5.405,stop,0.6168,0
INTZ,2024-09-19 14:30:00+00:00,2024-09-19 17:30:00+00:00,0.8597,0.84,-2.292,timeout,0.6056,0
CLWT,2024-09-19 15:30:00+00:00,2024-09-19 18:30:00+00:00,1.59,1.69,6.289,timeout,0.6143,1
IMCC,2024-09-19 16:30:00+00:00,2024-09-19 17:30:00+00:00,2.23,2.15,-3.587,stop,0.6231,0
LEDS,2024-09-19 17:30:00+00:00,2024-09-20 15:30:00+00:00,1.2847,1.28,-0.366,timeout,0.6098,0
ZKIN,2024-09-19 18:30:00+00:00,2024-09-20 14:30:00+00:00,0.445,0.43,-3.371,stop,0.6357,0
CELZ,2024-09-20 14:30:00+00:00,2024-09-23 13:30:00+00:00,2.75,3.0209,9.851,target,0.6046,1
ONMD,2024-09-20 15:30:00+00:00,2024-09-20 18:30:00+00:00,0.621,0.637,2.576,timeout,0.6161,1
CLWT,2024-09-20 15:30:00+00:00,2024-09-23 16:30:00+00:00,1.64,1.65,0.61,timeout,0.6044,1
ZKIN,2024-09-20 17:30:00+00:00,2024-09-20 18:30:00+00:00,0.4399,0.42,-4.524,stop,0.6212,0
ZKIN,2024-09-20 19:30:00+00:00,2024-09-23 15:30:00+00:00,0.42,0.433,3.095,timeout,0.606,1
DAIO,2024-09-24 16:30:00+00:00,2024-09-24 19:30:00+00:00,2.5799,2.53,-1.934,timeout,0.6108,0
ATER,2024-09-24 16:30:00+00:00,2024-09-25 13:30:00+00:00,2.8965,3.02,4.264,timeout,0.6004,1
SATL,2024-09-25 14:30:00+00:00,2024-09-25 18:30:00+00:00,0.9501,0.98,3.147,timeout,0.605,1
ZKIN,2024-09-25 14:30:00+00:00,2024-09-25 17:30:00+00:00,0.4199,0.4179,-0.476,timeout,0.6119,0
AEI,2024-09-26 16:30:00+00:00,2024-09-26 18:30:00+00:00,1.1478,1.1126,-3.067,stop,0.6357,0
CLWT,2024-09-26 17:30:00+00:00,2024-09-27 15:30:00+00:00,1.57,1.58,0.637,timeout,0.6058,1
CELZ,2024-09-26 19:30:00+00:00,2024-09-27 15:30:00+00:00,3.02,3.19,5.629,timeout,0.6255,1
ZKIN,2024-09-27 17:30:00+00:00,2024-09-30 13:30:00+00:00,0.4211,0.48,13.987,target,0.637,1
TGEN,2024-09-27 18:30:00+00:00,2024-10-02 15:30:00+00:00,0.82,0.8101,-1.207,timeout,0.6044,0
CISO,2024-09-30 15:30:00+00:00,2024-09-30 18:30:00+00:00,0.6825,0.6997,2.52,timeout,0.6035,1
AEI,2024-09-30 19:30:00+00:00,2024-10-01 13:30:00+00:00,1.25,1.361,8.88,target,0.6172,1
PODC,2024-10-01 14:30:00+00:00,2024-10-01 15:30:00+00:00,1.4005,1.28,-8.604,stop,0.6227,0
CELZ,2024-10-01 14:30:00+00:00,2024-10-01 17:30:00+00:00,2.98,3.0199,1.339,timeout,0.6077,1
CLWT,2024-10-01 15:30:00+00:00,2024-10-01 16:30:00+00:00,1.63,1.57,-3.681,stop,0.601,0
DAIO,2024-10-01 17:30:00+00:00,2024-10-02 14:30:00+00:00,2.5295,2.56,1.206,timeout,0.6062,1
BOTJ,2024-10-01 18:30:00+00:00,2024-10-03 13:30:00+00:00,13.675,14.05,2.742,timeout,0.6227,1
CVV,2024-10-02 13:30:00+00:00,2024-10-02 19:30:00+00:00,3.21,3.305,2.96,timeout,0.6066,1
CLWT,2024-10-02 14:30:00+00:00,2024-10-02 18:30:00+00:00,1.5701,1.61,2.541,timeout,0.6023,1
MYSZ,2024-10-02 19:30:00+00:00,2024-10-04 13:30:00+00:00,1.69,1.64,-2.959,timeout,0.6039,0
IMCC,2024-10-03 18:30:00+00:00,2024-10-04 13:30:00+00:00,2.29,2.17,-5.24,stop,0.6126,0
CELZ,2024-10-04 16:30:00+00:00,2024-10-07 13:30:00+00:00,2.83,2.93,3.534,timeout,0.6323,1
IMCC,2024-10-04 16:30:00+00:00,2024-10-07 19:30:00+00:00,2.2899,2.24,-2.179,timeout,0.604,0
CELZ,2024-10-07 15:30:00+00:00,2024-10-07 16:30:00+00:00,2.86,3.1399,9.787,target,0.6194,1
CLWT,2024-10-07 17:30:00+00:00,2024-10-08 13:30:00+00:00,1.65,1.62,-1.818,timeout,0.6291,0
DAIO,2024-10-07 19:30:00+00:00,2024-10-08 16:30:00+00:00,2.45,2.469,0.776,timeout,0.6072,1
ELSE,2024-10-08 17:30:00+00:00,2024-10-09 14:30:00+00:00,3.8419,3.82,-0.57,timeout,0.6187,0
MYSZ,2024-10-08 19:30:00+00:00,2024-10-09 17:30:00+00:00,1.58,1.5886,0.544,timeout,0.6046,1
ZKIN,2024-10-09 18:30:00+00:00,2024-10-10 14:30:00+00:00,0.52,0.5113,-1.673,timeout,0.6009,0
MYSZ,2024-10-11 13:30:00+00:00,2024-10-11 16:30:00+00:00,1.515,1.5883,4.838,timeout,0.6029,1
MYSZ,2024-10-11 18:30:00+00:00,2024-10-14 14:30:00+00:00,1.49,1.45,-2.685,timeout,0.6325,0
PODC,2024-10-14 16:30:00+00:00,2024-10-15 13:30:00+00:00,1.41,1.42,0.709,timeout,0.6169,1
LEDS,2024-10-15 13:30:00+00:00,2024-10-15 16:30:00+00:00,1.27,1.255,-1.181,timeout,0.6294,0
CISO,2024-10-15 14:30:00+00:00,2024-10-15 16:30:00+00:00,0.89,0.8121,-8.753,stop,0.6202,0
IMCC,2024-10-15 14:30:00+00:00,2024-10-15 18:30:00+00:00,2.14,2.075,-3.037,stop,0.6126,0
IMCC,2024-10-15 15:30:00+00:00,2024-10-15 18:30:00+00:00,2.1944,2.075,-5.441,stop,0.6161,0
CISO,2024-10-15 17:30:00+00:00,2024-10-16 13:30:00+00:00,0.835,0.82,-1.796,timeout,0.6121,0
IMCC,2024-10-15 19:30:00+00:00,2024-10-16 15:30:00+00:00,2.07,2.07,0.0,timeout,0.6026,0
LEDS,2024-10-16 16:30:00+00:00,2024-10-17 13:30:00+00:00,1.2299,1.23,0.008,timeout,0.6251,1
CELZ,2024-10-16 18:30:00+00:00,2024-10-17 14:30:00+00:00,4.3001,4.1701,-3.023,stop,0.6016,0
WFCF,2024-10-17 13:30:00+00:00,2024-10-18 14:30:00+00:00,11.28,11.44,1.418,timeout,0.6406,1
LEDS,2024-10-18 17:30:00+00:00,2024-10-21 15:30:00+00:00,1.24,1.24,0.0,timeout,0.6298,0
PODC,2024-10-21 15:30:00+00:00,2024-10-21 18:30:00+00:00,1.27,1.27,0.0,timeout,0.6129,0
VALU,2024-10-21 16:30:00+00:00,2024-10-22 15:30:00+00:00,49.995,49.7,-0.59,timeout,0.6042,0
ZKIN,2024-10-22 14:30:00+00:00,2024-10-22 18:30:00+00:00,0.577,0.5685,-1.473,timeout,0.6409,0
DAIO,2024-10-22 15:30:00+00:00,2024-10-22 18:30:00+00:00,2.441,2.4266,-0.59,timeout,0.6073,0
WFCF,2024-10-22 15:30:00+00:00,2024-10-24 13:30:00+00:00,11.15,11.4899,3.048,timeout,0.6022,1
INTZ,2024-10-23 18:30:00+00:00,2024-10-24 14:30:00+00:00,0.734,0.7231,-1.485,timeout,0.602,0
LEDS,2024-10-23 19:30:00+00:00,2024-10-24 17:30:00+00:00,1.22,1.2211,0.09,timeout,0.6474,1
IMCC,2024-10-24 13:30:00+00:00,2024-10-25 13:30:00+00:00,2.04,2.115,3.676,timeout,0.6006,1
CELZ,2024-10-24 13:30:00+00:00,2024-10-24 16:30:00+00:00,3.51,3.65,3.989,timeout,0.6217,1
MYSZ,2024-10-24 13:30:00+00:00,2024-10-24 16:30:00+00:00,1.6406,1.67,1.792,timeout,0.6111,1
LEDS,2024-10-24 14:30:00+00:00,2024-10-25 16:30:00+00:00,1.2,1.2499,4.158,timeout,0.6041,1
CELZ,2024-10-24 15:30:00+00:00,2024-10-24 18:30:00+00:00,3.6,3.6179,0.497,timeout,0.6112,1
CELZ,2024-10-25 13:30:00+00:00,2024-10-25 16:30:00+00:00,3.77,3.79,0.531,timeout,0.6122,1
RAND,2024-10-28 15:30:00+00:00,2024-10-30 19:30:00+00:00,16.22,16.0,-1.356,timeout,0.6107,0
LEDS,2024-10-28 15:30:00+00:00,2024-10-29 13:30:00+00:00,1.2179,1.23,0.994,timeout,0.6158,1
TGEN,2024-10-29 13:30:00+00:00,2024-11-04 17:30:00+00:00,0.855,0.83,-2.924,timeout,0.6166,0
WFCF,2024-10-30 15:30:00+00:00,2024-10-30 18:30:00+00:00,11.3299,11.115,-1.897,timeout,0.612,0
ZKIN,2024-10-30 18:30:00+00:00,2024-10-31 15:30:00+00:00,0.5409,0.5616,3.827,timeout,0.6036,1
CLWT,2024-10-30 19:30:00+00:00,2024-11-01 14:30:00+00:00,1.54,1.53,-0.649,timeout,0.608,0
PODC,2024-10-31 14:30:00+00:00,2024-11-01 13:30:00+00:00,1.3,1.385,6.538,timeout,0.6584,1
ONMD,2024-10-31 16:30:00+00:00,2024-10-31 19:30:00+00:00,0.8,0.859,7.375,timeout,0.6169,1
PODC,2024-11-01 17:30:00+00:00,2024-11-04 14:30:00+00:00,1.33,1.38,3.759,timeout,0.6422,1
SATL,2024-11-04 15:30:00+00:00,2024-11-04 19:30:00+00:00,0.9792,0.975,-0.429,timeout,0.6046,0
ZKIN,2024-11-04 15:30:00+00:00,2024-11-04 18:30:00+00:00,0.5085,0.5499,8.142,target,0.6036,1
CELZ,2024-11-04 16:30:00+00:00,2024-11-04 18:30:00+00:00,3.625,3.505,-3.31,stop,0.6231,0
TGEN,2024-11-04 20:30:00+00:00,2024-11-06 19:30:00+00:00,0.85,0.85,0.0,timeout,0.6034,0
IXHL,2024-11-06 15:30:00+00:00,2024-11-06 18:30:00+00:00,69.0,69.003,0.004,timeout,0.6083,1
ZKIN,2024-11-06 20:30:00+00:00,2024-11-07 16:30:00+00:00,0.5342,0.555,3.894,timeout,0.6048,1
ONMD,2024-11-07 14:30:00+00:00,2024-11-07 15:30:00+00:00,0.77,0.729,-5.325,stop,0.6028,0
PODC,2024-11-08 15:30:00+00:00,2024-11-08 17:30:00+00:00,1.3306,1.44,8.222,target,0.6043,1
TGEN,2024-11-11 19:30:00+00:00,2024-11-14 14:30:00+00:00,0.87,0.91,4.598,timeout,0.6168,1
RNAZ,2024-11-12 15:30:00+00:00,2024-11-12 18:30:00+00:00,321.9216,333.6564,3.645,timeout,0.6078,1
ZKIN,2024-11-12 19:30:00+00:00,2024-11-13 15:30:00+00:00,0.534,0.5813,8.858,target,0.6167,1
